user_id,city_id,month,is_treated_city,monthly_spend,orders_count
1,1,1,1,102.68026617743625,3
1,1,2,1,116.66004885493338,2
1,1,3,1,105.30755504263033,4
1,1,4,1,109.99630413544071,4
1,1,5,1,111.32203274950008,4
1,1,6,1,94.89722210610273,5
1,1,7,1,144.7644274346568,3
1,1,8,1,134.26616772721778,5
1,1,9,1,115.1255677120597,3
1,1,10,1,151.77279477571895,5
1,1,11,1,140.59458508939113,3
1,1,12,1,131.27154952235486,8
2,1,1,1,132.12450668291427,6
2,1,2,1,133.10167488780345,7
2,1,3,1,133.02133799180123,6
2,1,4,1,131.25927638630918,11
2,1,5,1,129.00638657030277,6
2,1,6,1,119.2689461085881,4
2,1,7,1,127.60818181114017,10
2,1,8,1,126.25850594448433,7
2,1,9,1,121.77701708343123,3
2,1,10,1,129.8468117893761,5
2,1,11,1,115.21667649371496,3
2,1,12,1,168.23196124731663,7
3,1,1,1,136.81705174181377,6
3,1,2,1,103.08304382675757,3
3,1,3,1,114.65434923775278,5
3,1,4,1,113.92984227045953,6
3,1,5,1,132.3970985422837,8
3,1,6,1,118.9470857701615,10
3,1,7,1,135.99739947716026,9
3,1,8,1,131.53736962943952,5
3,1,9,1,131.55456490786918,4
3,1,10,1,153.49460521988692,10
3,1,11,1,130.81105698234992,1
3,1,12,1,158.444680833682,8
4,1,1,1,95.46632970378562,4
4,1,2,1,128.69887881934883,4
4,1,3,1,122.55543542490814,11
4,1,4,1,124.1687961059674,5
4,1,5,1,126.39221400863715,9
4,1,6,1,112.6627699705994,5
4,1,7,1,127.19951101219763,5
4,1,8,1,116.68694021306374,4
4,1,9,1,116.12075337010526,7
4,1,10,1,137.51850058073393,8
4,1,11,1,140.9207684466803,5
4,1,12,1,136.4926851681965,3
5,1,1,1,132.531633785435,10
5,1,2,1,150.68094285921498,6
5,1,3,1,113.3321542763909,5
5,1,4,1,86.29213944019563,3
5,1,5,1,135.78369963417276,6
5,1,6,1,109.55961032850304,1
5,1,7,1,121.87749252022856,5
5,1,8,1,147.34914150512054,10
5,1,9,1,127.9260266614738,8
5,1,10,1,114.65480527585203,6
5,1,11,1,136.9171739634762,8
5,1,12,1,133.61425133065325,7
6,1,1,1,118.78408455573724,8
6,1,2,1,125.70887859170277,7
6,1,3,1,115.13772129035279,5
6,1,4,1,130.5953208025903,1
6,1,5,1,117.39032333995767,3
6,1,6,1,125.17435122597438,6
6,1,7,1,148.65020696447914,5
6,1,8,1,138.4932933221771,8
6,1,9,1,127.30864798427052,6
6,1,10,1,150.19768523643646,2
6,1,11,1,149.1001796066707,4
6,1,12,1,143.92357615985998,6
7,1,1,1,122.27859779391055,4
7,1,2,1,110.51108143421723,7
7,1,3,1,141.10740849518905,9
7,1,4,1,111.9257787676009,4
7,1,5,1,153.50761666248758,4
7,1,6,1,143.18678116001678,3
7,1,7,1,128.6621163807318,4
7,1,8,1,116.56925745506835,0
7,1,9,1,121.54152331174942,6
7,1,10,1,136.81882659701802,6
7,1,11,1,130.49724359030333,7
7,1,12,1,130.48448277627293,6
8,1,1,1,104.42334325826369,3
8,1,2,1,119.25425670267401,2
8,1,3,1,108.92405472538279,3
8,1,4,1,95.91054352598576,6
8,1,5,1,114.99422396292249,4
8,1,6,1,133.98257090315042,7
8,1,7,1,123.56741732811305,2
8,1,8,1,141.08503579304556,7
8,1,9,1,107.92938114290146,7
8,1,10,1,132.13214147680196,5
8,1,11,1,141.98872982639085,8
8,1,12,1,140.21492219973965,6
9,1,1,1,120.28276467947308,7
9,1,2,1,110.31908245022717,5
9,1,3,1,107.9520565767352,2
9,1,4,1,105.56774071573412,4
9,1,5,1,122.46232072374082,2
9,1,6,1,105.98550255446689,3
9,1,7,1,124.8392601117289,3
9,1,8,1,128.12418807669636,6
9,1,9,1,159.85555184572203,3
9,1,10,1,123.18632243423818,7
9,1,11,1,137.72842035151177,5
9,1,12,1,136.8670345106946,2
10,1,1,1,104.269772255287,3
10,1,2,1,118.86005128295383,4
10,1,3,1,142.36588464358917,6
10,1,4,1,127.70223337099603,6
10,1,5,1,121.31611559713302,5
10,1,6,1,113.86016928214455,7
10,1,7,1,101.3989134441312,5
10,1,8,1,148.93562916088268,8
10,1,9,1,110.2880207033666,3
10,1,10,1,144.06478362283008,6
10,1,11,1,162.8341753055012,8
10,1,12,1,114.03922435266193,4
11,1,1,1,129.22438679785958,10
11,1,2,1,115.99671023377078,8
11,1,3,1,97.11545938005662,6
11,1,4,1,98.20965776808154,1
11,1,5,1,96.67457916362002,4
11,1,6,1,112.23402393468439,3
11,1,7,1,110.27128799230043,8
11,1,8,1,142.28432255430747,5
11,1,9,1,163.699255875124,4
11,1,10,1,113.66011381914237,6
11,1,11,1,146.0137044793666,4
11,1,12,1,147.23325538225257,6
12,1,1,1,123.6806604514907,8
12,1,2,1,104.80402345065269,1
12,1,3,1,118.90583266777905,5
12,1,4,1,116.7237425472541,4
12,1,5,1,129.14246476554612,4
12,1,6,1,114.6110404256815,6
12,1,7,1,146.85222256752323,6
12,1,8,1,126.34685809316485,3
12,1,9,1,147.9882937509289,8
12,1,10,1,117.22791585967907,5
12,1,11,1,115.29529309586724,3
12,1,12,1,184.313220791375,7
13,1,1,1,112.44475794483245,5
13,1,2,1,124.40308644791854,5
13,1,3,1,130.24616687774665,3
13,1,4,1,113.67296318917666,3
13,1,5,1,128.45055243194307,3
13,1,6,1,125.73208967801521,3
13,1,7,1,128.96691415261353,6
13,1,8,1,132.9449664625498,5
13,1,9,1,131.68661296116196,3
13,1,10,1,164.89234944491278,6
13,1,11,1,123.0775803231465,4
13,1,12,1,119.25767776111897,9
14,1,1,1,119.2644477548051,6
14,1,2,1,124.58688381645487,3
14,1,3,1,127.24547395089168,7
14,1,4,1,114.05419258414122,7
14,1,5,1,104.74772975767107,5
14,1,6,1,139.14539940858128,1
14,1,7,1,126.9528659479356,2
14,1,8,1,118.98287801986945,1
14,1,9,1,128.65342823312247,5
14,1,10,1,130.0079325444418,2
14,1,11,1,150.84642611294353,3
14,1,12,1,136.9686811501969,6
15,1,1,1,130.00842854500675,3
15,1,2,1,112.44029231722389,6
15,1,3,1,123.91430141096295,7
15,1,4,1,116.05938390244529,9
15,1,5,1,122.1163746898425,9
15,1,6,1,106.76717139757581,2
15,1,7,1,112.53559876731936,8
15,1,8,1,161.92377173088957,1
15,1,9,1,141.2082541223252,11
15,1,10,1,114.1965005352959,2
15,1,11,1,125.03013301703261,4
15,1,12,1,117.91542049827927,6
16,1,1,1,151.6797770004947,8
16,1,2,1,139.61586722131045,6
16,1,3,1,116.72044591679364,4
16,1,4,1,129.07758346328916,2
16,1,5,1,114.48252254845603,1
16,1,6,1,113.05391834800525,4
16,1,7,1,120.36857919948528,4
